Name,Description,Primary database model,Secondary database models,DB-Engines Ranking Trend Chart,Website,Technical documentation,Developer,Initial release,Current release,License,License_info,Cloud-based only,DBaaS offerings (sponsored links),Implementation language,Server operating systems,Data scheme,Typing,XML support,Secondary indexes,SQL,APIs and other access methods,Supported programming languages,Server-side scripts,Triggers,Partitioning methods,Replication methods,MapReduce,Consistency concepts,Foreign keys,Transaction concepts,Concurrency,Durability,In-memory capabilities,User concepts
Citus,Scalable hybrid operational and analytics RDBMS for big data use cases based on PostgreSQL,Relational DBMS,Document store,"Score,1.97,Rank,#118,Overall,#57,Relational DBMS",www.citusdata.com,docs.citusdata.com,,2010.0,"8.1, December 2018",Open Source,"AGPL, commercial license also available",no,,C,Linux,yes,yes,yes,yes,yes,"ADO.NET,JDBC,native C library,ODBC,streaming API for large objects",".Net,C,C++,Delphi,Java,JavaScript (Node.js),Perl,PHP,Python,Tcl",user defined functions,yes,Sharding,Source-replica replication,no,Immediate Consistency,yes,ACID,yes,yes,no,fine grained access rights according to SQL-standard
Percona Server for MySQL,"Enhanced drop-in replacement for,MySQL,based on XtraDB or TokuDB storage engines with improved performance and additional diagnostic and management features.",Relational DBMS,,"Score,1.96,Rank,#119,Overall,#58,Relational DBMS",www.percona.com/software/mysql-database/percona-server,www.percona.com/downloads/Percona-Server-LATEST,Percona,2008.0,"8.0.36-28, 2024",Open Source,GPL version 2,no,,C and C++,Linux,yes,yes,yes,yes,yes,"ADO.NET,JDBC,ODBC","Ada,C,C#,C++,D,Eiffel,Erlang,Haskell,Java,Objective-C,OCaml,Perl,PHP,Python,Ruby,Scheme,Tcl",yes,yes,,"Multi-source replication,Source-replica replication,XtraDB Cluster",no,Immediate Consistency,yes,ACID,yes,yes,yes,Users with fine-grained authorization concept
Infinispan,,Key-value store,,"Score,1.94,Rank,#120,Overall,#18,Key-value stores",infinispan.org,infinispan.org/documentation,,2009.0,"14.0.7.Final, March 2023",Open Source,Apache Version 2,no,,Java,,,,,,,,,,,,,,,,,,,,
LevelDB,"Embeddable fast,key-value storage,library that provides an ordered mapping from string keys to string values",Key-value store,,"Score,1.92,Rank,#121,Overall,#19,Key-value stores",github.com/google/leveldb,github.com/google/leveldb/blob/main/doc/index.md,Google,2011.0,"1.23, February 2021",Open Source,BSD,no,,C++,"Illumos,Linux,OS X,Windows",schema-free,no,no,no,no,,"C++,Go,Java,JavaScript (Node.js),Python",no,no,none,none,no,Immediate Consistency,no,no,yes,yes,,no
MaxDB,"A robust and reliable,RDBMS,optimized to run all major SAP solutions",Relational DBMS,,"Score,1.90,Rank,#122,Overall,#59,Relational DBMS",maxdb.sap.com,maxdb.sap.com/documentation,"SAP, acquired from Software AG (Adabas-D) in 1997",1984.0,"7.9.10.12, February 2024",commercial,Limited community edition free,no,,C++,"AIX,HP-UX,Linux,Solaris,Windows",yes,yes,no,yes,yes,"ADO.NET,JDBC,ODBC,WebDAV",".Net,C#,Java,Perl,PHP,Python",yes,yes,none,Source-replica replication,no,Immediate Consistency,yes,ACID,yes,yes,no,fine grained access rights according to SQL-standard
LMDB,"A high performant, light-weight, embedded key-value database library",Key-value store,,"Score,1.88,Rank,#123,Overall,#20,Key-value stores",www.symas.com/symas-embedded-database-lmdb,www.lmdb.tech/doc,Symas,2011.0,"0.9.32, January 2024",Open Source,,no,,C,"Linux,Unix,Windows",schema-free,,no,no,no,,".Net,C,C++,Clojure,Go,Haskell,Java,JavaScript (Node.js),Lisp,Lua,MatLab,Nim,Objective C,OCaml,Perl,PHP,Python,R,Ruby,Rust,Swift,Tcl",no,no,none,none,no,Immediate Consistency,no,ACID,yes,yes,yes,no
Amazon DocumentDB,"Fast, scalable, highly available, and fully managed,MongoDB,-compatible database service",Document store,,"Score,1.85,Rank,#124,Overall,#21,Document stores",aws.amazon.com/documentdb,aws.amazon.com/documentdb/resources,,2019.0,,commercial,,yes,,,hosted,schema-free,yes,no,yes,no,proprietary protocol using JSON (MongoDB compatible),"Go,Java,JavaScript (Node.js),PHP,Python",no,no,none,"Multi-availability zones for high availability, asynchronous replication for up to 15 read replicas",no,Immediate Consistency,no,Atomic single-document operations,yes,yes,,Access rights for users and roles
PouchDB,"JavaScript DBMS with an API inspired by,CouchDB",Document store,,"Score,1.84,Rank,#125,Overall,#22,Document stores",pouchdb.com,pouchdb.com/guides,Apache Software Foundation,2012.0,"7.1.1, June 2019",Open Source,,no,,JavaScript,"server-less, requires a JavaScript environment (browser, Node.js)",schema-free,no,no,yes,no,"HTTP REST,JavaScript API",JavaScript,View functions in JavaScript,yes,Sharding,"Multi-source replication,Source-replica replication",yes,Eventual Consistency,no,no,,yes,yes,no
CloudKit,,Document store,,"Score,1.79,Rank,#126,Overall,#23,Document stores",developer.apple.com/icloud/cloudkit,,,2016.0,,commercial,,yes,,,,,,,,,,,,,,,,,,,,,,
Amazon CloudSearch,A hosted search engine service by Amazon with the data stored in Amazons cloud,Search engine,,"Score,1.79,Rank,#127,Overall,#12,Search engines",aws.amazon.com/cloudsearch,docs.aws.amazon.com/cloudsearch,Amazon,2012.0,,commercial,,yes,,,hosted,yes,yes,,yes,no,HTTP API,,no,no,yes,yes,no,,no,no,yes,yes,,authentication via encrypted signatures
GridDB,Scalable in-memory time series database optimized for IoT and Big Data,Time Series DBMS,"Key-value store,Relational DBMS","Score,1.76,Rank,#128,Overall,#9,Time Series DBMS",griddb.net,docs.griddb.net,Toshiba Corporation,2013.0,"5.1, August 2022",Open Source,"AGPL version 3 and Apache License, version 2.0 , commercial license (standard and advanced editions) also available",no,,C++,Linux,yes,yes,no,yes,"SQL92, SQL-like TQL (Toshiba Query Language)","JDBC,ODBC,Proprietary protocol,RESTful HTTP/JSON API","C,C++,Go,Java,JavaScript (Node.js),Perl,PHP,Python,Ruby",no,yes,Sharding,Source-replica replication,Connector for using GridDB as an input source and output destination for Hadoop MapReduce jobs,"Immediate consistency within container, eventual consistency across containers",no,ACID at container level,yes,yes,yes,Access rights for users can be defined per database
JanusGraph,A Graph DBMS optimized for distributed clusters,Graph DBMS,,"Score,1.73,Rank,#129,Overall,#11,Graph DBMS",janusgraph.org,docs.janusgraph.org,"Linux Foundation; originally developed as,Titan,by Aurelius",2017.0,"1.0.0, October 2023",Open Source,Apache 2.0,no,,Java,"Linux,OS X,Unix,Windows",yes,yes,no,yes,no,"Java API,TinkerPop Blueprints,TinkerPop Frames,TinkerPop Gremlin,TinkerPop Rexster","Clojure,Java,Python",yes,yes,yes,yes,yes,"Eventual Consistency,Immediate Consistency",yes,ACID,yes,yes,,User authentification and security via Rexster Graph Server
Apache Drill,"Schema-free SQL Query Engine for Hadoop, NoSQL and Cloud Storage","Document store,Relational DBMS",,"Score,1.73,Rank,#130,Overall,#24,Document stores,#60,Relational DBMS",drill.apache.org,drill.apache.org/docs,Apache Software Foundation,2012.0,"1.20.3, January 2023",Open Source,Apache Version 2,no,,,"Linux,OS X,Windows",schema-free,yes,no,no,SQL SELECT statement is SQL:2003 compliant,"JDBC,ODBC,RESTful HTTP API",C++,user defined functions,no,Sharding,,yes,none,no,no,yes,Depending on the underlying data source,Depending on the underlying data source,Depending on the underlying data source
Stardog,"Enterprise Knowledge Graph platform and graph DBMS with high availability, high performance reasoning, and virtualization","Graph DBMS,RDF store",,"Score,1.71,Rank,#131,Overall,#12,Graph DBMS,#6,RDF stores",www.stardog.com,docs.stardog.com,Stardog-Union,2010.0,"7.3.0, May 2020",commercial,60-day fully-featured trial license; 1-year fully-featured non-commercial use license for academics/students,no,,Java,"Linux,macOS,Windows",schema-free and OWL/RDFS-schema support,yes,no,yes,"Yes, compatible with all major SQL variants through dedicated BI/SQL Server","GraphQL query language,HTTP API,Jena RDF API,OWL,RDF4J API,Sesame REST HTTP Protocol,SNARL,SPARQL,Spring Data,Stardog Studio,TinkerPop 3",".Net,Clojure,Groovy,Java,JavaScript,Python,Ruby","user defined functions and aggregates, HTTP Server extensions in Java",yes,none,Multi-source replication in HA-Cluster,no,Immediate Consistency in HA-Cluster,yes,ACID,yes,yes,yes,Access rights for users and roles
Oracle Berkeley DB,Widely used in-process key-value store,"Key-value store,Native XML DBMS",,"Score,1.69,Rank,#132,Overall,#21,Key-value stores,#3,Native XML DBMS",www.oracle.com/database/technologies/related/berkeleydb.html,docs.oracle.com/cd/E17076_05/html/index.html,Oracle,1994.0,"18.1.40, May 2020",Open Source,commercial license available,no,,"C, Java, C++ (depending on the Berkeley DB edition)","AIX,Android,FreeBSD,iOS,Linux,OS X,Solaris,VxWorks,Windows",schema-free,no,yes,yes,yes,,".Net,others,C,C#,C++,Java,JavaScript (Node.js),Perl,Python,Tcl",no,yes,none,Source-replica replication,no,,no,ACID,,yes,yes,no
Oracle Coherence,Oracles in-memory data grid solution,Key-value store,,"Score,1.67,Rank,#133,Overall,#22,Key-value stores",www.oracle.com/java/coherence,docs.oracle.com/en/middleware/standalone/coherence,Oracle,2007.0,"14.1, August 2023",commercial,,no,,Java,All OS with a Java VM,schema-free,yes,no,no,no,"JCache,JPA,RESTful HTTP API",".Net,C++,Java",no,yes,Sharding,"yes, with selectable consistency level",no,"Eventual Consistency,Immediate Consistency",no,configurable,yes,yes,yes,authentification to access the cache via certificates or http basic authentication
Amazon SimpleDB,"Hosted simple database service by Amazon, with the data stored in the Amazon Cloud.",Key-value store,,"Score,1.67,Rank,#134,Overall,#23,Key-value stores",aws.amazon.com/simpledb,docs.aws.amazon.com/simpledb,Amazon,2007.0,,commercial,,yes,,,hosted,schema-free,no,,yes,no,RESTful HTTP API,".Net,C,C++,Erlang,Java,PHP,Python,Ruby,Scala",no,no,none,yes,no,"Eventual Consistency,Immediate Consistency",no,no,yes,yes,,Access rights for users and roles can be defined via the AWS Identity and Access Management (IAM)
EDB Postgres,"The EDB Postgres Platform is an enterprise-class data management platform based on the open source database,PostgreSQL,with flexible deployment options and,Oracle,compatibility features, complemented by tool kits for management, integration, and migration.",Relational DBMS,"Document store,Spatial DBMS","Score,1.63,Rank,#135,Overall,#61,Relational DBMS",www.enterprisedb.com,www.enterprisedb.com/docs,EnterpriseDB,2005.0,"14, December 2021",commercial,BSD for PostgreSQL-components,no,,C,"Linux,Windows",yes,yes,yes,yes,yes,"ADO.NET,JDBC,native C library,ODBC,streaming API for large objects",".Net,C,C++,Delphi,Java,Perl,PHP,Python,Tcl",user defined functions,yes,horizontal partitioning,Multi-source replication,no,Immediate Consistency,yes,ACID,"yes, multi-version concurrency control (MVCC)",yes,no,fine grained access rights according to SQL-standard
TDengine,Time Series DBMS and big data platform,Time Series DBMS,Relational DBMS,"Score,1.62,Rank,#136,Overall,#10,Time Series DBMS","github.com/taosdata/TDengine,tdengine.com",docs.tdengine.com,"TDEngine, previously Taos Data",2019.0,"3.0, August 2022",Open Source,"AGPL V3, also commercial editions available",no,,C,"Linux,Windows",yes,yes,no,no,Standard SQL with extensions for time-series applications,"JDBC,RESTful HTTP API","C,C#,C++,Go,Java,JavaScript (Node.js),PHP,Python,Rust",no,"yes, via alarm monitoring",Sharding,yes,,,no,,yes,yes,,yes
MonetDB,A relational database management system that stores data in columns,Relational DBMS,"Document store,Spatial DBMS","Score,1.61,Rank,#137,Overall,#62,Relational DBMS",www.monetdb.org,www.monetdb.org/Documentation,MonetDB BV,2004.0,"Dec2023 (11.49), December 2023",Open Source,Mozilla Public License 2.0,no,,C,"FreeBSD,Linux,OS X,Solaris,Windows",yes,yes,,yes,yes,"JDBC,native C library,ODBC","C,C++,Java,JavaScript (Node.js),Perl,PHP,Python,R,Ruby","yes, in SQL, C, R",yes,Sharding via remote tables,none,no,,yes,ACID,yes,yes,,fine grained access rights according to SQL-standard
HFSQL,"RDBMS included in the development environments WINDEV, WINDEV Mobile and WEBDEV",Relational DBMS,,"Score,1.60,Rank,#138,Overall,#63,Relational DBMS",windev.com/pcsoft/hfsql.htm,,PC Soft,,,commercial,,no,,,"Android,iOS,Linux,OS X,Windows",,,,,,,,,,,,,,,,,,,
SpatiaLite,"Spatial extension of,SQLite",Spatial DBMS,Relational DBMS,"Score,1.54,Rank,#139,Overall,#3,Spatial DBMS",www.gaia-gis.it/fossil/libspatialite/index,www.gaia-gis.it/gaia-sins/spatialite_topics.html,Alessandro Furieri,2008.0,"5.0.0, August 2020",Open Source,"MPL 1.1, GPL v2.0 or LGPL v2.1",no,,C++,server-less,yes,yes,no,yes,yes,,,no,yes,none,none,no,,yes,ACID,yes,yes,yes,no
RRDtool,Industry standard data logging and graphing tool for time series data. RRD is an acronym for round-robin database.,Time Series DBMS,,"Score,1.54,Rank,#140,Overall,#11,Time Series DBMS",oss.oetiker.ch/rrdtool,oss.oetiker.ch/rrdtool/doc,Tobias Oetiker,1999.0,"1.8.0, 2022",Open Source,GPL V2 and FLOSS,no,,C,"HP-UX,Linux",yes,Numeric data only,no,no,no,"in-process shared library,Pipes","C,C#,Java,JavaScript (Node.js),Lua,Perl,PHP,Python,Ruby",no,no,none,none,no,none,no,no,yes,yes,yes,no
Apache IoTDB,"An IoT native database with high performance for data management and analysis, deployable on the edge and the cloud and integrated with Hadoop, Spark and Flink",Time Series DBMS,,"Score,1.54,Rank,#141,Overall,#12,Time Series DBMS",iotdb.apache.org,iotdb.apache.org/UserGuide/Master/QuickStart/QuickStart.html,Apache Software Foundation,2018.0,"1.1.0, April 2023",Open Source,Apache Version 2.0,no,,Java,All OS with a Java VM (>= 1.8),yes,yes,no,yes,SQL-like query language,"JDBC,Native API","C,C#,C++,Go,Java,Python,Scala",yes,yes,horizontal partitioning (by time range) + vertical partitioning (by deviceId),selectable replication methods; using Raft/IoTConsensus algorithm to ensure strong/eventual data consistency among multiple replicas,Integration with Hadoop and Spark,"Eventual Consistency,Strong Consistency with Raft",no,no,yes,yes,yes,yes
EXASOL,"High-performance, in-memory, MPP database specifically designed for in-memory analytics.",Relational DBMS,,"Score,1.51,Rank,#142,Overall,#64,Relational DBMS",www.exasol.com,www.exasol.com/resources,Exasol,2000.0,,commercial,,no,,,,yes,yes,no,yes,yes,".Net,JDBC,ODBC,WebSocket","Java,Lua,Python,R",user defined functions,yes,Sharding,,yes,Immediate Consistency,yes,ACID,yes,yes,yes,"Access rights for users, groups and roles according to SQL-standard"
VictoriaMetrics,"A fast, cost-effective and scalable,Time Series DBMS,and monitoring solution",Time Series DBMS,,"Score,1.50,Rank,#143,Overall,#13,Time Series DBMS",victoriametrics.com,"docs.victoriametrics.com,github.com/VictoriaMetrics/VictoriaMetrics/wiki",VictoriaMetrics,2018.0,"v1.91, May 2023",Open Source,Apache Version 2.0,no,,Go,"FreeBSD,Linux,macOS,OpenBSD",,,no,,no,"Graphite protocol,InfluxDB Line Protocol,OpenTSDB,Prometheus Query API,Prometheus Remote Read/Write",,no,no,,Synchronous replication,no,Eventual Consistency,no,no,yes,yes,no,
Valkey,Open source key/value datastore,Key-value store,,"Score,1.50,Rank,#144,Overall,#24,Key-value stores",valkey.io,github.com/valkey-io/valkey,,2024.0,"Valkey 8.0.1, October 2024",Open Source,,no,,C,,,,,,,,,,no,,,,,no,,,,,
GBase,"Widely used RDBMS in China, including analytical, transactional, distributed transactional, and cloud-native data warehousing.",Relational DBMS,,"Score,1.49,Rank,#145,Overall,#65,Relational DBMS",www.gbase.cn,,"General Data Technology Co., Ltd.",2004.0,"GBase 8a, GBase 8s, GBase 8c",commercial,,no,,"C, Java, Python",Linux,yes,yes,yes,yes,Standard with numerous extensions,"ADO.NET,C API,JDBC,ODBC",C#,user defined functions,yes,"horizontal partitioning (by range, list and hash) and vertical partitioning",yes,,Immediate Consistency,yes,ACID,yes,yes,,yes
Fauna,"Fauna provides a web-native interface, with support for GraphQL and custom business logic that integrates seamlessly with the rest of the serverless ecosystem. The underlying globally distributed storage and compute platform is fast, consistent, and reliable, with a modern security infrastructure.","Document store,Graph DBMS,Relational DBMS,Time Series DBMS",,"Score,1.48,Rank,#146,Overall,#25,Document stores,#13,Graph DBMS,#66,Relational DBMS,#14,Time Series DBMS",fauna.com,docs.fauna.com,"Fauna, Inc.",2014.0,,commercial,,yes,,Scala,hosted,schema-free,no,no,yes,no,RESTful HTTP API,"C#,Go,Java,JavaScript,Python,Ruby,Scala,Swift",user defined functions,no,horizontal partitioning,Multi-source replication,no,Immediate Consistency,yes,ACID,yes,yes,no,"Identity management, authentication, and access control"
TigerGraph,"A complete, distributed, parallel graph computing platform supporting web-scale data analytics in real-time",Graph DBMS,,"Score,1.46,Rank,#147,Overall,#14,Graph DBMS",www.tigergraph.com,docs.tigergraph.com,,2017.0,,commercial,,no,,C++,Linux,yes,yes,no,,SQL-like query language (GSQL),"GSQL (TigerGraph Query Language),Kafka,RESTful HTTP/JSON API","C++,Java",yes,no,,,yes,,yes,ACID,yes,yes,no,Role-based access control
